Year,Event ID,Event Name,Player Name,Round,Score,SG Total,Driving Distance,GIR,Scrambling
2023,,PGA Championship,"Gagne, Luis",1,75,-1.282,288.7,0.556,0.714
2023,,PGA Championship,"Gagne, Luis",2,75,-1.213,295.2,0.389,0.7
2023,,PGA Championship,"Young, Cameron",1,72,1.718,312.1,0.556,0.7
2023,,PGA Championship,"Young, Cameron",2,78,-4.213,315.0,0.222,0.412
2023,,PGA Championship,"Kokrak, Jason",1,73,0.718,304.0,0.5,0.385
2023,,PGA Championship,"Kokrak, Jason",2,78,-4.213,311.2,0.389,0.462
2023,,PGA Championship,"Asaji, Yosuke",1,76,-2.282,282.5,0.389,0.889
2023,,PGA Championship,"Asaji, Yosuke",2,75,-1.213,284.3,0.5,0.5
2023,,PGA Championship,"Stuard, Brian",1,78,-4.282,284.5,0.333,0.429
2023,,PGA Championship,"Stuard, Brian",2,73,0.787,278.5,0.5,0.556
2023,,PGA Championship,"Meronk, Adrian",1,72,1.718,296.7,0.444,0.692
2023,,PGA Championship,"Meronk, Adrian",2,79,-5.213,309.5,0.389,0.333
2023,,PGA Championship,"Malnati, Peter",1,75,-1.282,291.7,0.611,0.5
2023,,PGA Championship,"Malnati, Peter",2,76,-2.213,300.5,0.556,0.429
2023,,PGA Championship,"Southgate, Matthew",1,75,-1.282,302.5,0.5,0.455
2023,,PGA Championship,"Southgate, Matthew",2,76,-2.213,293.5,0.444,0.538
2023,,PGA Championship,"Barjon, Paul",1,73,0.718,302.9,0.556,0.545
2023,,PGA Championship,"Barjon, Paul",2,78,-4.213,308.3,0.667,0.222
2023,,PGA Championship,"Champ, Cameron",1,76,-2.282,322.7,0.556,0.2
2023,,PGA Championship,"Champ, Cameron",2,75,-1.213,322.0,0.611,0.333
2023,,PGA Championship,"Buckley, Hayden",1,69,4.718,302.7,0.722,1.0
2023,,PGA Championship,"Buckley, Hayden",2,82,-8.213,295.2,0.278,0.25
2023,,PGA Championship,"Coody, Pierceson",1,73,0.718,310.8,0.722,0.5
2023,,PGA Championship,"Coody, Pierceson",2,78,-4.213,315.4,0.333,0.444
2023,,PGA Championship,"Sharpstene, Matt",1,74,-0.282,311.7,0.611,0.625
2023,,PGA Championship,"Sharpstene, Matt",2,77,-3.213,315.5,0.5,0.357
2023,,PGA Championship,"Stenson, Henrik",1,76,-2.282,276.2,0.389,0.417
2023,,PGA Championship,"Stenson, Henrik",2,76,-2.213,295.2,0.5,0.444
2023,,PGA Championship,"Kennedy, Brad",1,74,-0.282,278.6,0.278,0.667
2023,,PGA Championship,"Kennedy, Brad",2,78,-4.213,273.2,0.444,0.3
2023,,PGA Championship,"Simpson, Webb",1,79,-5.282,291.7,0.333,0.643
2023,,PGA Championship,"Simpson, Webb",2,73,0.787,299.5,0.556,0.5
2023,,PGA Championship,"Spaun, J.J.",1,77,-3.282,291.8,0.389,0.467
2023,,PGA Championship,"Spaun, J.J.",2,75,-1.213,300.1,0.5,0.545
2023,,PGA Championship,"Schmid, Matthias",1,76,-2.282,306.7,0.333,0.571
2023,,PGA Championship,"Schmid, Matthias",2,76,-2.213,308.8,0.389,0.333
2023,,PGA Championship,"Suh, Justin",1,78,-4.282,296.7,0.611,0.143
2023,,PGA Championship,"Suh, Justin",2,74,-0.213,305.1,0.5,0.636
2023,,PGA Championship,"Shore, Davis",1,76,-2.282,288.3,0.5,0.571
2023,,PGA Championship,"Shore, Davis",2,76,-2.213,295.7,0.333,0.583
2023,,PGA Championship,"Aiken, Thomas",1,80,-6.282,271.6,0.278,0.7
2023,,PGA Championship,"Aiken, Thomas",2,73,0.787,280.9,0.5,0.556
2023,,PGA Championship,"Kang, Sung",1,75,-1.282,294.7,0.611,0.5
2023,,PGA Championship,"Kang, Sung",2,78,-4.213,297.6,0.611,0.375
2023,,PGA Championship,"Ishikawa, Ryo",1,77,-3.282,307.1,0.444,0.538
2023,,PGA Championship,"Ishikawa, Ryo",2,76,-2.213,312.5,0.611,0.545
2023,,PGA Championship,"Pope, Andy",1,76,-2.282,287.0,0.5,0.667
2023,,PGA Championship,"Pope, Andy",2,77,-3.213,286.1,0.5,0.545
2023,,PGA Championship,"Kim, Chan",1,76,-2.282,311.9,0.722,0.333
2023,,PGA Championship,"Kim, Chan",2,77,-3.213,301.4,0.556,0.444
2023,,PGA Championship,"Cootes, Roy",1,76,-2.282,290.0,0.444,0.889
2023,,PGA Championship,"Cootes, Roy",2,77,-3.213,287.5,0.5,0.545
2023,,PGA Championship,"Long, Joe",1,77,-3.282,295.3,0.5,0.25
2023,,PGA Championship,"Long, Joe",2,76,-2.213,300.7,0.389,0.636
2023,,PGA Championship,"Coupland, David",1,74,-0.282,290.7,0.5,0.6
2023,,PGA Championship,"Coupland, David",2,80,-6.213,294.1,0.611,0.333
2023,,PGA Championship,"Rose, Justin",1,78,-4.282,305.0,0.444,0.6
2023,,PGA Championship,"Rose, Justin",2,77,-3.213,293.0,0.556,0.429
2023,,PGA Championship,"Lee, K.H.",1,76,-2.282,300.8,0.5,0.364
2023,,PGA Championship,"Lee, K.H.",2,79,-5.213,298.2,0.389,0.462
2023,,PGA Championship,"Schaake, Carson",1,76,-2.282,286.0,0.389,0.5
2023,,PGA Championship,"Schaake, Carson",2,79,-5.213,278.2,0.389,0.455
2023,,PGA Championship,"Crawford, Chris",1,76,-2.282,299.6,0.444,0.5
2023,,PGA Championship,"Crawford, Chris",2,79,-5.213,298.3,0.389,0.364
2023,,PGA Championship,"Hoag, Bo",1,78,-4.282,291.1,0.444,0.556
2023,,PGA Championship,"Hoag, Bo",2,78,-4.213,293.6,0.611,0.375
2023,,PGA Championship,"Barco, Luis Fernando",1,77,-3.282,295.5,0.278,0.667
2023,,PGA Championship,"Barco, Luis Fernando",2,79,-5.213,298.8,0.389,0.273
2023,,PGA Championship,"Meyer, Dylan",1,78,-4.282,291.5,0.444,0.5
2023,,PGA Championship,"Meyer, Dylan",2,78,-4.213,286.4,0.389,0.273
2023,,PGA Championship,"Strafaci, Tyler",1,78,-4.282,283.0,0.389,0.417
2023,,PGA Championship,"Strafaci, Tyler",2,78,-4.213,292.5,0.389,0.583
2023,,PGA Championship,"Huh, John",1,80,-6.282,290.8,0.389,0.455
2023,,PGA Championship,"Huh, John",2,77,-3.213,291.8,0.5,0.455
2023,,PGA Championship,"Carmona, Mario",1,77,-3.282,291.4,0.722,0.0
2023,,PGA Championship,"Carmona, Mario",2,80,-6.213,294.9,0.444,0.214
2023,,PGA Championship,"Ortiz, Alvaro",1,82,-8.282,306.7,0.389,0.231
2023,,PGA Championship,"Ortiz, Alvaro",2,75,-1.213,305.3,0.278,0.571
2023,,PGA Championship,"Allan, Steve",1,80,-6.282,287.6,0.278,0.467
2023,,PGA Championship,"Allan, Steve",2,79,-5.213,290.3,0.5,0.222
2023,,PGA Championship,"Furr, Wilson",1,77,-3.282,304.3,0.278,0.583
2023,,PGA Championship,"Furr, Wilson",2,82,-8.213,301.9,0.5,0.2
2023,,PGA Championship,"Hervol, James",1,79,-5.282,305.8,0.222,0.529
2023,,PGA Championship,"Hervol, James",2,81,-7.213,306.4,0.5,0.182
2023,,PGA Championship,"Hovland, Viktor",1,74,-0.282,304.9,0.5,0.545
2024,,The Masters,"Rahm, Jon",1,69,4.718,311.5,0.556,0.778
2024,,The Masters,"Rahm, Jon",2,70,3.787,315.7,0.611,0.667
2024,,The Masters,"Rahm, Jon",3,72,0.408,316.8,0.778,0.5
2024,,The Masters,"Rahm, Jon",4,67,6.169,323.1,0.778,0.8
2024,,The Masters,"Oosthuizen, Louis",1,67,6.718,301.6,0.667,0.833
2024,,The Masters,"Oosthuizen, Louis",2,71,2.787,304.8,0.5,0.818
2024,,The Masters,"Oosthuizen, Louis",3,70,2.408,303.2,0.556,0.5
2024,,The Masters,"Oosthuizen, Louis",4,71,2.169,304.9,0.778,0.333
2024,,The Masters,"English, Harris",1,72,1.718,292.4,0.5,0.7
2024,,The Masters,"English, Harris",2,70,3.787,299.9,0.722,0.667
2024,,The Masters,"English, Harris",3,71,1.408,295.7,0.556,0.778
2024,,The Masters,"English, Harris",4,68,5.169,303.4,0.667,0.5
2024,,The Masters,"Koepka, Brooks",1,69,4.718,312.3,0.722,0.625
2024,,The Masters,"Koepka, Brooks",2,73,0.787,308.0,0.389,0.5
2024,,The Masters,"Koepka, Brooks",3,71,1.408,315.3,0.667,0.667
2024,,The Masters,"Koepka, Brooks",4,69,4.169,313.2,0.778,0.625
2024,,The Masters,"Migliozzi, Guido",1,71,2.718,299.2,0.722,1.0
2024,,The Masters,"Migliozzi, Guido",2,70,3.787,304.6,0.722,0.625
2024,,The Masters,"Migliozzi, Guido",3,73,-0.592,303.9,0.611,0.333
2024,,The Masters,"Migliozzi, Guido",4,68,5.169,301.8,0.556,0.714
2024,,The Masters,"Morikawa, Collin",1,75,-1.282,299.2,0.667,0.333
2024,,The Masters,"Morikawa, Collin",2,67,6.787,300.7,0.778,0.667
2024,,The Masters,"Morikawa, Collin",3,70,2.408,305.9,0.667,0.778
2024,,The Masters,"Morikawa, Collin",4,70,3.169,306.5,0.778,0.6
2024,,The Masters,"Casey, Paul",1,71,2.718,311.6,0.667,0.667
2024,,The Masters,"Casey, Paul",2,75,-1.213,302.9,0.556,0.4
2024,,The Masters,"Casey, Paul",3,67,5.408,307.5,0.667,0.571
2024,,The Masters,"Casey, Paul",4,70,3.169,308.0,0.667,0.714
2024,,The Masters,"McIlroy, Rory",1,70,3.718,323.8,0.667,0.571
2024,,The Masters,"McIlroy, Rory",2,73,0.787,314.8,0.556,0.4
2024,,The Masters,"McIlroy, Rory",3,67,5.408,317.7,0.778,0.8
2024,,The Masters,"McIlroy, Rory",4,73,0.169,318.2,0.667,0.5
2024,,The Masters,"Grace, Branden",1,72,1.718,304.8,0.722,0.571
2024,,The Masters,"Grace, Branden",2,70,3.787,302.7,0.556,0.556
2024,,The Masters,"Grace, Branden",3,74,-1.592,301.8,0.5,0.444
2024,,The Masters,"Grace, Branden",4,67,6.169,303.5,0.722,1.0
2024,,The Masters,"Berger, Daniel",1,71,2.718,289.9,0.667,0.833
2024,,The Masters,"Berger, Daniel",2,72,1.787,293.8,0.778,0.6
2024,,The Masters,"Berger, Daniel",3,72,0.408,297.3,0.667,0.571
2024,,The Masters,"Berger, Daniel",4,68,5.169,299.4,0.667,0.75
2024,,The Masters,"Scheffler, Scottie",1,72,1.718,298.1,0.389,0.6
2024,,The Masters,"Scheffler, Scottie",2,69,4.787,307.8,0.611,0.889
2024,,The Masters,"Scheffler, Scottie",3,70,2.408,304.1,0.556,0.667
2024,,The Masters,"Scheffler, Scottie",4,72,1.169,308.8,0.722,0.429
2024,,The Masters,"Schauffele, Xander",1,69,4.718,318.5,0.722,0.714
2024,,The Masters,"Schauffele, Xander",2,71,2.787,313.6,0.667,0.571
2024,,The Masters,"Schauffele, Xander",3,72,0.408,318.1,0.556,0.444
2024,,The Masters,"Schauffele, Xander",4,71,2.169,312.6,0.667,0.556
2024,,The Masters,"Molinari, Francesco",1,68,5.718,300.6,0.5,0.8
2024,,The Masters,"Molinari, Francesco",2,76,-2.213,297.1,0.389,0.364
2024,,The Masters,"Molinari, Francesco",3,69,3.408,299.3,0.611,0.714
2024,,The Masters,"Molinari, Francesco",4,71,2.169,303.1,0.667,0.571
2024,,The Masters,"Henley, Russell",1,67,6.718,296.5,0.722,0.8
2024,,The Masters,"Henley, Russell",2,70,3.787,302.5,0.722,1.0
2024,,The Masters,"Henley, Russell",3,71,1.408,294.2,0.611,0.571
2024,,The Masters,"Henley, Russell",4,76,-2.831,291.3,0.611,0.5
2024,,The Masters,"Streelman, Kevin",1,71,2.718,292.2,0.667,0.857
2024,,The Masters,"Streelman, Kevin",2,69,4.787,296.9,0.556,0.571
2024,,The Masters,"Streelman, Kevin",3,72,0.408,299.7,0.778,0.333
2024,,The Masters,"Streelman, Kevin",4,73,0.169,291.0,0.5,0.625
2024,,The Masters,"Cantlay, Patrick",1,70,3.718,310.4,0.5,1.0
2024,,The Masters,"Cantlay, Patrick",2,75,-1.213,313.3,0.5,0.4
2024,,The Masters,"Cantlay, Patrick",3,71,1.408,306.0,0.778,0.5
2024,,The Masters,"Cantlay, Patrick",4,69,4.169,307.8,0.611,1.0
2024,,The Masters,"Hughes, Mackenzie",1,73,0.718,300.5,0.5,0.667
2024,,The Masters,"Hughes, Mackenzie",2,67,6.787,294.2,0.833,0.667
2024,,The Masters,"Hughes, Mackenzie",3,68,4.408,307.6,0.667,0.857
2024,,The Masters,"Hughes, Mackenzie",4,77,-3.831,300.9,0.611,0.125
2024,,The Masters,"Wolff, Matthew",1,70,3.718,319.7,0.722,0.333
2024,,The Masters,"Wolff, Matthew",2,68,5.787,328.5,0.778,0.6
2024,,The Masters,"Wolff, Matthew",3,73,-0.592,321.6,0.5,0.615
2024,,The Masters,"Wolff, Matthew",4,74,-0.831,320.9,0.667,0.375
2024,,The Masters,"Garcia, Sergio",1,71,2.718,306.1,0.611,0.444
2024,,The Masters,"Garcia, Sergio",2,74,-0.213,308.7,0.722,0.25
2024,,The Masters,"Garcia, Sergio",3,73,-0.592,313.7,0.611,0.429
2024,,The Masters,"Garcia, Sergio",4,68,5.169,314.2,0.778,0.833
2024,,The Masters,"Schwartzel, Charl",1,71,2.718,307.2,0.611,0.5
2024,,The Masters,"Schwartzel, Charl",2,74,-0.213,300.4,0.611,0.556
2024,,The Masters,"Schwartzel, Charl",3,71,1.408,305.5,0.556,0.6
2024,,The Masters,"Schwartzel, Charl",4,70,3.169,304.2,0.667,0.556
2024,,The Masters,"Harman, Brian",1,72,1.718,286.7,0.333,0.6
2024,,The Masters,"Harman, Brian",2,71,2.787,298.1,0.389,0.636
2024,,The Masters,"Harman, Brian",3,71,1.408,300.7,0.611,0.778
2024,,The Masters,"Harman, Brian",4,72,1.169,296.8,0.611,0.625
2024,,The Masters,"Johnson, Dustin",1,71,2.718,314.9,0.667,0.714
2024,,The Masters,"Johnson, Dustin",2,73,0.787,311.0,0.611,0.375
2024,,The Masters,"Johnson, Dustin",3,68,4.408,305.3,0.5,0.9
2024,,The Masters,"Johnson, Dustin",4,74,-0.831,305.6,0.667,0.5
2024,,The Masters,"Thomas, Justin",1,73,0.718,309.6,0.5,0.75
2024,,The Masters,"Thomas, Justin",2,69,4.787,311.1,0.667,0.857
2024,,The Masters,"Thomas, Justin",3,71,1.408,311.7,0.667,0.625
2024,,The Masters,"Thomas, Justin",4,73,0.169,307.8,0.611,0.625
2024,,The Masters,"Spieth, Jordan",1,77,-3.282,298.5,0.611,0.5
2024,,The Masters,"Spieth, Jordan",2,69,4.787,305.2,0.667,0.571
2024,,The Masters,"Spieth, Jordan",3,68,4.408,307.2,0.722,0.4
2024,,The Masters,"Spieth, Jordan",4,72,1.169,304.0,0.556,0.667
2024,,The Masters,"Reed, Patrick",1,72,1.718,294.8,0.556,0.778
2024,,The Masters,"Reed, Patrick",2,73,0.787,298.0,0.611,0.7
2024,,The Masters,"Reed, Patrick",3,74,-1.592,294.1,0.444,0.583
2024,,The Masters,"Reed, Patrick",4,67,6.169,309.8,0.667,0.625
2024,,The Masters,"Kaymer, Martin",1,77,-3.282,294.4,0.5,0.556
2024,,The Masters,"Kaymer, Martin",2,68,5.787,292.7,0.722,0.8
2024,,The Masters,"Kaymer, Martin",3,69,3.408,286.8,0.667,0.75
2024,,The Masters,"Kaymer, Martin",4,73,0.169,292.7,0.611,0.4
2024,,The Masters,"Matsuyama, Hideki",1,69,4.718,303.8,0.778,0.5
2024,,The Masters,"Matsuyama, Hideki",2,76,-2.213,299.8,0.556,0.455
2024,,The Masters,"Matsuyama, Hideki",3,74,-1.592,302.2,0.722,0.667
2024,,The Masters,"Matsuyama, Hideki",4,68,5.169,303.7,0.611,0.857
2024,,The Masters,"Baker, Chris",1,74,-0.282,296.5,0.5,0.444
2024,,The Masters,"Baker, Chris",2,71,2.787,300.2,0.611,0.625
2024,,The Masters,"Baker, Chris",3,69,3.408,296.9,0.611,0.625
2024,,The Masters,"Baker, Chris",4,73,0.169,297.5,0.556,0.5
2024,,The Masters,"Hoshino, Rikuya",1,69,4.718,300.0,0.667,0.714
2024,,The Masters,"Hoshino, Rikuya",2,74,-0.213,297.1,0.611,0.444
2024,,The Masters,"Hoshino, Rikuya",3,73,-0.592,313.4,0.5,0.615
2024,,The Masters,"Hoshino, Rikuya",4,71,2.169,310.1,0.833,0.8
2024,,The Masters,"DeChambeau, Bryson",1,73,0.718,333.9,0.556,0.364
2024,,The Masters,"DeChambeau, Bryson",2,69,4.787,327.8,0.611,0.545
2024,,The Masters,"DeChambeau, Bryson",3,68,4.408,334.7,0.833,0.6
2024,,The Masters,"DeChambeau, Bryson",4,77,-3.831,321.1,0.722,0.286
2024,,The Masters,"Rodgers, Patrick",1,70,3.718,319.3,0.667,0.571
2024,,The Masters,"Rodgers, Patrick",2,71,2.787,320.7,0.778,0.4
2024,,The Masters,"Rodgers, Patrick",3,77,-4.592,314.2,0.556,0.556
2024,,The Masters,"Rodgers, Patrick",4,70,3.169,322.3,0.722,0.6
2024,,The Masters,"Niemann, Joaquin",1,75,-1.282,314.6,0.444,0.462
2024,,The Masters,"Niemann, Joaquin",2,69,4.787,318.9,0.722,0.667
2024,,The Masters,"Niemann, Joaquin",3,71,1.408,317.7,0.722,0.6
2024,,The Masters,"Niemann, Joaquin",4,73,0.169,317.9,0.667,0.625
2024,,The Masters,"Bezuidenhout, Christiaan",1,72,1.718,290.4,0.389,0.727
2024,,The Masters,"Bezuidenhout, Christiaan",2,70,3.787,299.4,0.778,0.6
2024,,The Masters,"Bezuidenhout, Christiaan",3,70,2.408,296.1,0.889,0.0
2024,,The Masters,"Bezuidenhout, Christiaan",4,76,-2.831,289.5,0.556,0.429
2024,,The Masters,"Wu, Dylan",1,70,3.718,296.5,0.667,0.857
2024,,The Masters,"Wu, Dylan",2,73,0.787,300.5,0.5,0.75
2024,,The Masters,"Wu, Dylan",3,74,-1.592,299.4,0.5,0.667
2024,,The Masters,"Wu, Dylan",4,71,2.169,306.6,0.556,0.6
2024,,The Masters,"Scott, Adam",1,70,3.718,307.8,0.667,0.714
2024,,The Masters,"Scott, Adam",2,75,-1.213,306.4,0.5,0.417
2024,,The Masters,"Scott, Adam",3,71,1.408,305.4,0.444,0.667
2024,,The Masters,"Scott, Adam",4,73,0.169,305.6,0.667,0.667
2024,,The Masters,"Molinari, Edoardo",1,70,3.718,299.3,0.556,0.75
2024,,The Masters,"Molinari, Edoardo",2,76,-2.213,290.9,0.5,0.4
2024,,The Masters,"Molinari, Edoardo",3,72,0.408,301.9,0.611,0.556
2024,,The Masters,"Molinari, Edoardo",4,71,2.169,305.5,0.833,1.0
2024,,The Masters,"Griffin, Lanto",1,76,-2.282,306.4,0.556,0.3
2024,,The Masters,"Griffin, Lanto",2,69,4.787,304.1,0.667,0.778
2024,,The Masters,"Griffin, Lanto",3,69,3.408,298.4,0.556,0.875
2024,,The Masters,"Griffin, Lanto",4,75,-1.831,303.3,0.444,0.429
2024,,The Masters,"Im, Sungjae",1,72,1.718,300.9,0.667,0.571
2024,,The Masters,"Im, Sungjae",2,72,1.787,303.4,0.556,0.727
2024,,The Masters,"Im, Sungjae",3,69,3.408,290.4,0.667,0.857
2024,,The Masters,"Im, Sungjae",4,76,-2.831,296.4,0.667,0.429
2024,,The Masters,"MacIntyre, Robert",1,71,2.718,303.8,0.667,0.714
2024,,The Masters,"MacIntyre, Robert",2,73,0.787,305.1,0.556,0.667
2024,,The Masters,"MacIntyre, Robert",3,72,0.408,299.7,0.611,0.778
2024,,The Masters,"MacIntyre, Robert",4,73,0.169,315.2,0.667,0.444
2024,,The Masters,"Poulter, Ian",1,74,-0.282,290.9,0.444,0.7
2024,,The Masters,"Poulter, Ian",2,71,2.787,294.4,0.5,0.727
2024,,The Masters,"Poulter, Ian",3,68,4.408,294.9,0.722,0.667
2024,,The Masters,"Poulter, Ian",4,77,-3.831,293.5,0.556,0.0
2024,,The Masters,"Ormsby, Wade",1,72,1.718,285.6,0.611,0.625
2024,,The Masters,"Ormsby, Wade",2,74,-0.213,288.1,0.722,0.2
2024,,The Masters,"Ormsby, Wade",3,73,-0.592,287.0,0.667,0.5
2024,,The Masters,"Ormsby, Wade",4,71,2.169,289.4,0.5,0.75
2024,,The Masters,"Reavie, Chez",1,76,-2.282,288.5,0.611,0.286
2024,,The Masters,"Reavie, Chez",2,68,5.787,289.4,0.778,1.0
2024,,The Masters,"Reavie, Chez",3,72,0.408,285.5,0.444,0.667
2024,,The Masters,"Reavie, Chez",4,74,-0.831,285.3,0.667,0.5
2024,,The Masters,"Hadwin, Adam",1,70,3.718,293.7,0.667,0.857
2024,,The Masters,"Hadwin, Adam",2,72,1.787,295.4,0.556,0.5
2024,,The Masters,"Hadwin, Adam",3,75,-2.592,293.8,0.333,0.583
2024,,The Masters,"Hadwin, Adam",4,73,0.169,298.8,0.556,0.75
2024,,The Masters,"Kim, Si Woo",1,71,2.718,300.2,0.667,0.333
2024,,The Masters,"Kim, Si Woo",2,75,-1.213,301.7,0.611,0.417
2024,,The Masters,"Kim, Si Woo",3,70,2.408,307.4,0.556,0.857
2024,,The Masters,"Kim, Si Woo",4,74,-0.831,301.7,0.556,0.5
2024,,The Masters,"Poston, J.T.",1,72,1.718,293.0,0.722,0.4
2024,,The Masters,"Poston, J.T.",2,73,0.787,299.4,0.611,0.5
2024,,The Masters,"Poston, J.T.",3,71,1.408,300.3,0.5,0.818
2024,,The Masters,"Poston, J.T.",4,74,-0.831,296.0,0.556,0.667
2024,,The Masters,"Westwood, Lee",1,71,2.718,300.3,0.667,0.429
2024,,The Masters,"Westwood, Lee",2,72,1.787,302.2,0.611,0.714
2024,,The Masters,"Westwood, Lee",3,71,1.408,301.7,0.722,0.625
2024,,The Masters,"Westwood, Lee",4,77,-3.831,298.6,0.333,0.667
2024,,The Masters,"Frittelli, Dylan",1,73,0.718,316.8,0.722,0.714
2024,,The Masters,"Frittelli, Dylan",2,72,1.787,309.3,0.556,0.556
2024,,The Masters,"Frittelli, Dylan",3,72,0.408,313.6,0.5,0.833
2024,,The Masters,"Frittelli, Dylan",4,74,-0.831,316.7,0.389,0.538
2024,,The Masters,"Hoge, Tom",1,72,1.718,294.5,0.5,0.727
2024,,The Masters,"Hoge, Tom",2,71,2.787,295.1,0.722,0.5
2024,,The Masters,"Hoge, Tom",3,76,-3.592,287.0,0.556,0.429
2024,,The Masters,"Hoge, Tom",4,72,1.169,289.8,0.611,0.4
2024,,The Masters,"Lamb, Rick",1,71,2.718,293.4,0.722,0.8
2024,,The Masters,"Lamb, Rick",2,75,-1.213,306.8,0.556,0.545
2024,,The Masters,"Lamb, Rick",3,74,-1.592,300.5,0.556,0.455
2024,,The Masters,"Lamb, Rick",4,71,2.169,306.8,0.722,0.4
2024,,The Masters,"Bland, Richard",1,70,3.718,290.4,0.667,0.833
2024,,The Masters,"Bland, Richard",2,67,6.787,291.4,0.667,0.6
2024,,The Masters,"Bland, Richard",3,77,-4.592,290.0,0.389,0.556
2024,,The Masters,"Bland, Richard",4,78,-4.831,294.7,0.444,0.444
2024,,The Masters,"Watson, Bubba",1,72,1.718,304.5,0.5,0.556
2024,,The Masters,"Watson, Bubba",2,67,6.787,308.4,0.722,0.75
2024,,The Masters,"Watson, Bubba",3,77,-4.592,308.4,0.5,0.364
2024,,The Masters,"Watson, Bubba",4,76,-2.831,303.1,0.556,0.556
2024,,The Masters,"Cabrera Bello, Rafa",1,68,5.718,299.2,0.722,1.0
2024,,The Masters,"Cabrera Bello, Rafa",2,76,-2.213,297.1,0.444,0.7
2024,,The Masters,"Cabrera Bello, Rafa",3,74,-1.592,295.2,0.611,0.667
2024,,The Masters,"Cabrera Bello, Rafa",4,74,-0.831,298.2,0.722,0.333
2024,,The Masters,"Fleetwood, Tommy",1,72,1.718,299.5,0.556,0.625
2024,,The Masters,"Fleetwood, Tommy",2,73,0.787,303.2,0.667,0.571
2024,,The Masters,"Fleetwood, Tommy",3,74,-1.592,309.6,0.667,0.143
2024,,The Masters,"Fleetwood, Tommy",4,73,0.169,303.0,0.444,0.636
2024,,The Masters,"Woodland, Gary",1,74,-0.282,315.5,0.722,0.333
2024,,The Masters,"Woodland, Gary",2,71,2.787,312.5,0.667,0.375
2024,,The Masters,"Woodland, Gary",3,73,-0.592,306.3,0.5,0.6
2024,,The Masters,"Woodland, Gary",4,74,-0.831,313.2,0.5,0.5
2024,,The Masters,"Kisner, Kevin",1,73,0.718,294.2,0.444,0.778
2024,,The Masters,"Kisner, Kevin",2,73,0.787,290.2,0.5,0.778
2024,,The Masters,"Kisner, Kevin",3,72,0.408,291.5,0.667,0.5
2024,,The Masters,"Kisner, Kevin",4,75,-1.831,295.0,0.667,0.429
2024,,The Masters,"Fitzpatrick, Matt",1,70,3.718,310.8,0.778,0.5
2024,,The Masters,"Fitzpatrick, Matt",2,75,-1.213,310.7,0.556,0.5
2024,,The Masters,"Fitzpatrick, Matt",3,72,0.408,305.7,0.556,0.545
2024,,The Masters,"Fitzpatrick, Matt",4,76,-2.831,300.9,0.5,0.4
2024,,The Masters,"Cink, Stewart",1,73,0.718,295.5,0.611,0.333
2024,,The Masters,"Cink, Stewart",2,72,1.787,311.4,0.667,0.6
2024,,The Masters,"Cink, Stewart",3,74,-1.592,308.0,0.444,0.727
2024,,The Masters,"Cink, Stewart",4,75,-1.831,305.7,0.5,0.5
2024,,The Masters,"Hoffman, Charley",1,72,1.718,307.7,0.556,0.667
2024,,The Masters,"Hoffman, Charley",2,71,2.787,307.7,0.667,0.429
2024,,The Masters,"Hoffman, Charley",3,75,-2.592,312.9,0.556,0.455
2024,,The Masters,"Hoffman, Charley",4,76,-2.831,310.8,0.611,0.375
2024,,The Masters,"Vegas, Jhonattan",1,75,-1.282,313.1,0.667,0.333
2024,,The Masters,"Vegas, Jhonattan",2,69,4.787,314.9,0.778,0.6
2024,,The Masters,"Vegas, Jhonattan",3,74,-1.592,314.0,0.667,0.5
2024,,The Masters,"Vegas, Jhonattan",4,76,-2.831,313.6,0.667,0.571
2024,,The Masters,"Montgomery, Taylor",1,70,3.718,302.6,0.444,0.8
2024,,The Masters,"Montgomery, Taylor",2,76,-2.213,314.2,0.667,0.222
2024,,The Masters,"Montgomery, Taylor",3,74,-1.592,316.7,0.444,0.7
2024,,The Masters,"Montgomery, Taylor",4,74,-0.831,310.4,0.444,0.667
2024,,The Masters,"Bhatia, Akshay",1,73,0.718,301.1,0.5,0.455
2024,,The Masters,"Bhatia, Akshay",2,73,0.787,298.4,0.5,0.583
2024,,The Masters,"Bhatia, Akshay",3,73,-0.592,309.4,0.556,0.444
2024,,The Masters,"Bhatia, Akshay",4,75,-1.831,304.0,0.556,0.625
2024,,The Masters,"Mickelson, Phil",1,75,-1.282,296.4,0.556,0.714
2024,,The Masters,"Mickelson, Phil",2,69,4.787,307.0,0.5,0.8
2024,,The Masters,"Mickelson, Phil",3,76,-3.592,294.1,0.611,0.556
2024,,The Masters,"Mickelson, Phil",4,75,-1.831,300.0,0.556,0.444
2024,,The Masters,"Sigg, Greyson",1,71,2.718,304.7,0.667,0.333
2024,,The Masters,"Sigg, Greyson",2,74,-0.213,303.9,0.667,0.4
2024,,The Masters,"Sigg, Greyson",3,75,-2.592,302.9,0.444,0.5
2024,,The Masters,"Sigg, Greyson",4,75,-1.831,308.5,0.444,0.545
2024,,The Masters,"Leishman, Marc",1,74,-0.282,293.1,0.5,0.667
2024,,The Masters,"Leishman, Marc",2,70,3.787,296.0,0.611,0.5
2024,,The Masters,"Leishman, Marc",3,75,-2.592,300.5,0.556,0.5
2024,,The Masters,"Leishman, Marc",4,77,-3.831,297.3,0.556,0.286
2024,,The Masters,"Jones, Matt",1,72,1.718,304.9,0.5,0.8
